Title,Published_date,Views,Likes,Dislikes,Comments
Cleaning my Mi Air purifier Filter 🔥😳,2023-05-18T14:38:56Z,7279839,349040,0,763
Summer Casual outfit ideas 🔥❤️😍,2023-05-17T16:04:54Z,1068938,75960,0,490
I bought this weight machine for just 299 Rs 🔥😍👌,2023-05-17T11:51:15Z,5098825,217300,0,845
Low Budget Juicer but Powerful 🔥❤️😍🔥,2023-05-14T15:37:51Z,5114357,198913,0,934
Easy trick to make wife happy 😍❤️🔥,2023-05-14T09:27:21Z,8429765,356731,0,749
My Summer Skin Care Routine in Budget 😍❤️🔥 Shadhik Azeez,2023-05-08T05:51:51Z,358603,9835,0,514
Healthy Breakfast Recipe 😋😍❤️Tasty,2023-05-04T16:58:53Z,31925265,976609,0,1421
Playing Cricket in Home Gone Wrong 😱😳😡,2023-05-04T11:50:36Z,23933037,739152,0,992
Sweat shirt Yapo Podanum ! Summer or Winter ? 🤷🤔,2023-04-30T17:34:15Z,981544,73775,0,448
Must Watch Before Buying Viral Body Whitening Cream 😱😳🔥,2023-04-30T11:14:20Z,1595959,17704,0,849
Facial Steamer for Cold and Skin Care 🔥😍,2023-04-29T10:27:41Z,1600542,109006,0,500
Airport Outfit Idea 🔥😍❤️,2023-04-28T16:51:55Z,1636945,135238,0,724
Portable mini Studio 😍🔥❤️ Vera Level,2023-04-27T14:01:45Z,678450,46757,0,117
Must Watch Before Buying Electric Tooth Brush 😱🔥 Shadhik Azeez,2023-04-23T13:06:06Z,152899,2937,0,207
Best sports shoe under 1800 🔥😍❤️,2023-04-18T13:51:40Z,1270407,72310,0,890
I Never thought this will Work 🔥😱😳Must Watch before buying Stain removal Rollon,2023-04-16T16:27:54Z,1086945,9029,0,405
Best Weight Machine 😍🔥👍,2023-04-15T16:48:09Z,1781961,95784,0,678
White Sneakers under 500 🔥,2023-04-15T11:16:32Z,1099245,86278,0,471
Best UV light filter computer Glass 😎🔥😍,2023-04-14T13:43:23Z,1561505,120921,0,857
Best Shirts under 350 Rs 😍🔥,2023-04-13T09:39:09Z,1754352,124761,0,899
Best Bath Towel for Long life 🔥😍,2023-04-11T06:22:54Z,3478090,197150,0,1258
Best Jogger’s For men after 3 years Usage 🔥😍,2023-04-10T13:33:01Z,2252849,162509,0,885
Best Car Perfume under 500 Rs 🔥😊,2023-04-09T13:46:41Z,861001,62247,0,165
Chilla Chilla Thala Outfit 😍🔥,2023-04-09T09:09:06Z,1083515,82835,0,704
Kammi Rate la Crocs Model Clogs 🔥😍😱,2023-04-06T13:56:16Z,1321993,90435,0,369
Get Pakka V Sharp Beard with this Trick 🔥😍❤️😱,2023-04-06T11:02:39Z,3044376,222892,0,687
Expectation vs Reality | Varisu Outfits in Real Life 🔥😱😳,2023-04-05T15:25:36Z,1059863,69123,0,847
Hidden Heals Hack to Look Tall 🔥😳😱😍🔥👌,2023-04-05T09:34:14Z,1556874,144981,0,713
Beast Movie Outfit 🔥😍😱❤️,2023-04-04T13:19:55Z,768719,66478,0,888
White Crocs for Street and Decent Vibe 🔥😍❤️,2023-04-03T17:04:54Z,2984873,134181,0,332
How to Take Pram Inside Airplane ? 🔥😳👌,2023-04-03T15:09:20Z,1302223,88323,0,103
Varisu Checkered Shirt Outfit 😍❤️🔥,2023-04-03T10:13:48Z,1956837,153456,0,992
Best Shaving Razor I ever Used 🔥😍,2023-04-03T07:58:21Z,3571379,224796,0,788
Must Have Gadget for Big Size Tv 🔥😍😱❤️,2023-04-01T18:16:44Z,1254843,101099,0,429
Inimae kids will be active 🔥😍❤️ Must have kids Toy,2023-04-01T15:49:20Z,19152950,783911,0,0
How to Wash Leather Shoe 🔥😍✌️,2023-04-01T12:28:41Z,5290650,333810,0,808
Baby Car seat Safety or not ?,2023-04-01T09:17:39Z,7801877,416083,0,643
My Ramzan outfit shopping 🔥😍 Shadhik Azeez,2023-03-31T09:07:04Z,2685402,219915,0,2915
Best Gaming Keyboard and Mouse under 1200 Rs,2023-03-27T17:21:36Z,446246,33768,0,263
Easy Beard Shaping Trick 😍🔥,2023-03-27T14:27:36Z,5549131,322609,0,817
T shirts under 400 Rs 😍🔥 Shadhik Azeez| Fashion,2023-03-27T10:30:13Z,1090106,82798,0,540
24 K Gold Facial Cream Genuine Customer Review | Shadhik Azeez,2023-03-26T16:56:38Z,531306,5021,0,448
I dint start this bike for years 🔥😱 What happened?,2023-03-25T16:16:25Z,5247209,421566,0,883
VARISU entry Outfit 🔥😍❤️,2023-03-25T12:41:39Z,1316168,99923,0,455
Easy White Shoe chappal Cleaning machine 🔥😍,2023-03-24T17:09:58Z,3588372,229971,0,610
Pimple patch really works ? 😱😳🔥,2023-03-23T14:43:38Z,3307322,206775,0,454
Sugar Cane Juice in Slow Juicer Experiment 🔥😳😱,2023-03-22T15:35:52Z,9738190,374841,0,1248
Indha Watch 25000 uh ? Lifelong no battery.,2023-03-22T12:01:53Z,3216870,222044,0,466
Viral Color Changing Foundation for Genuine Review | Shadhik Azeez,2023-03-20T15:15:30Z,474493,4649,0,309
Fresh Face Hack 😍🔥❤️,2023-03-18T14:42:37Z,1119896,86742,0,314
Best perfume under 500 for Boys & Girls ❤️🔥,2023-03-18T10:22:01Z,2682137,189327,0,788
Thunivu outfit original Replication 😍🔥❤️,2023-03-17T14:58:24Z,1943121,166888,0,1828
Self Hair cut Ivalo Easy uh 😍🔥 Tutorial,2023-03-17T10:58:12Z,6625743,449388,0,1837
Must Watch Before a buying Invisible Braces | Genuine Review | Eng Subtitles |Shadhik Azeez,2023-03-12T16:33:08Z,1221379,11709,0,876
Vera Level Face Pack for Fresh Face Look 🔥🖤😍,2023-03-11T16:24:30Z,4831326,332968,0,1018
Reversible T shirt Ideas ♥️🔥,2023-03-10T16:38:28Z,4055002,241897,0,916
My Function Outfit Idea 😍 Black and Grey 🔥,2023-03-07T15:03:05Z,4669151,353224,0,1328
Full Black Outfit Ideas 🔥😍 🖤,2023-03-06T11:17:37Z,1283825,110100,0,808
Simple and Class Party outfit idea 🔥😍,2023-03-04T10:26:39Z,1587852,150270,0,644
Flipkart sent Stone instead of IPhone 😱😳,2023-03-03T15:44:40Z,1237215,90389,0,131
Must Watch Before Buying Viral Oil control Volcano Roll on | Genuine Review | Shadhik azeez,2023-02-26T16:42:31Z,246630,2953,0,201
Artificial intelligence AC for Mom Dad Room 🔥❤️ Semma Power Saving.,2023-02-23T13:34:30Z,8260715,321513,0,1636
Easy Coconut Milk Extracting 😍❤️ Wife happy Annachi 😍❤️,2023-02-22T11:20:55Z,11062902,416485,0,866
Vera Level Car Vaccum Cleaner 🔥😍❤️ Inime service ku 500 Micham 👍,2023-02-21T15:11:55Z,11080726,477383,0,718
Mosquito Door Net for kids Safety 😍🔥❤️ @ShadhikAzeez,2023-02-19T14:38:40Z,13067612,589456,0,682
I tried Natural Henna Hair Color Paste & Got Shocking Results ! Shadhik Azeez,2023-02-18T09:10:37Z,183043,2535,0,228
Best Outfit Collection from Just 300 Rs Only  🔥😍,2023-02-07T14:49:10Z,116771,3903,0,150
I tried Viral Foot Detox Pads and Got shocking Results🔥😱 Genuine Review | Not sponsored | Shadhik,2023-02-04T15:00:34Z,4642884,15533,0,575
Outdoor la shirt shoot vachadhu thappa pochu. 😄,2023-02-01T07:56:15Z,1011167,71325,0,266
Unique Black & Gold Checked Shirt 😍🔥 @shadhikazeez,2023-01-27T12:42:23Z,576851,47960,0,231
Straightening hair with Bblunt Ionic Hair Straightening Brush 🔥 Sponsored,2023-01-25T06:13:43Z,2738735,167267,0,554
Self hair cut tutorial at Home Got Shocking Results 😱 Shadhik Azeez,2023-01-22T16:16:16Z,228335,5049,0,296
Best camouflage shirt I Ever Seen for 590 Rs. ❤️🔥Must buy 😍,2023-01-22T10:02:09Z,703068,53980,0,186
How to get attractive Beard 😍🔥,2023-01-17T15:26:36Z,867979,7565,0,271
Tips before you shop online  🔥,2023-01-16T08:40:36Z,1430535,116968,0,186
Flying Fighter Jet Like Top Gun Maverick 😍,2023-01-10T11:23:27Z,1406575,112311,0,236
New Driving wheel for Realistic car gaming 😍🔥❤️ Logitech G29,2023-01-10T06:45:37Z,9307847,493642,0,1660
Gaming Channel Setup with Curved monitor🔥😍❤️,2023-01-09T15:40:56Z,1838541,170379,0,255
New gimbal for shorts videos 😍🔥,2023-01-09T11:03:38Z,3527170,217056,0,323
This Door Guard will save you from poisonous insects & snakes 😱🔥🔴 #shadhikazeez,2023-01-08T14:04:53Z,15163400,562192,0,766
No more entry in to Kitchen 😄 Kids Safety Gate #shadhikazeez #ayaanazeez,2023-01-07T15:39:47Z,31939538,1177631,0,1349
White chappals will make you look premium 🔥😍,2023-01-06T14:20:02Z,2338428,151569,0,387
Slow Juicer Detail Review 👈 Must Watch before Buying one |  Eng Subtitles | Shadhik Azeez,2023-01-04T14:47:43Z,597385,8184,0,354
Appa Romba Strict But not after this Gift ♥️😍,2022-12-27T13:00:10Z,5849861,406601,0,455
Effective Weight loss Cross trainer | 800 calories per hour 🔥😱,2022-12-26T13:34:41Z,4712792,228813,0,644
"Acne Scars , Dark spots , Pigmentation, Hair removal , Sun tan , Stretch marks | 100 % Results",2022-12-25T08:33:20Z,282522,0,0,287
Best Hair Styling Cream I ever Used 👍 No Harmful Chemicals #shadhikazeez,2022-12-22T10:00:50Z,1249635,90809,0,333
Idhu therinja online le water heater vangirpan 😱,2022-12-20T14:21:23Z,16376047,629891,0,917
Small Surprise to Wife but unexpected Reaction 😍❤️,2022-12-15T17:03:14Z,4314457,292123,0,538
No more difficulty to drive car In Rain 😍🔥❤️,2022-12-15T11:35:16Z,20458651,818556,0,995
I tried Ear Cleaning Candles on my Friend & Got Terrible Results 😱🔥 Shadhik Azeez,2022-12-12T12:49:53Z,843163,13042,0,303
Home Made Natural Hair Oil for Hair Growth 😍 No Side Effects | Shadhik Azeez,2022-12-11T15:41:44Z,190500,6056,0,281
Doing Chiropractic Cracks for the first time 😱🔥,2022-12-08T08:40:50Z,14641911,806768,0,1222
Father and Son wearing Same Blazer for first time 😍🔥❤️,2022-12-02T15:02:14Z,12796292,814247,0,2233
This premium Perfume will Blow your Mind 🔥❤️😍,2022-11-30T13:40:40Z,936727,76488,0,204
Usher Makkale 😳😱,2022-11-25T12:50:32Z,322676,20416,0,78
Hair Transplant PRP GFC Side Effects | Bald Hair Regrowth Possible ? Ask Doctor Part 1,2022-11-23T02:30:03Z,364293,8563,0,533
Wife knows 7 languages but me only Tamil 🤣,2022-11-14T14:32:08Z,3247107,183872,0,715
I tried Black and brown shampoo hair colors same time in hair | Got Shocking Results 😍🔥❤️,2022-11-13T09:55:30Z,270043,3810,0,297
I Successfully created my Dream Home Gym Setup 😍🔥 Shadhik Azeez,2022-11-08T13:47:00Z,482138,7092,0,243
Beast Shirt Review 😍🔥 Vera Level,2022-11-05T17:06:15Z,4262955,270532,0,1129
Mixture Saptu Game Veladunadhu oru Kuthama 🤣😅 Shadhik Azeez,2022-11-01T09:59:10Z,28237137,1134523,0,1331
Ada ivalo naal idhu theriyama pochae 😅 Ini Ella shirtum set aagum 😍,2022-10-30T12:10:51Z,3333374,238932,0,531
Best hair styling product I ever used |  Vera Level 😍 One step styling ❤️ Hot brush 🔥 Shadhik Azeez,2022-10-29T10:38:27Z,504656,8843,0,461
Diwali Crackers vs Air Purifier 😱😳 #shadhikazeez,2022-10-25T08:45:48Z,5339544,335914,0,657
I tried Chinese Viral Teeth White Strips | Got Shocking Results | Shadhik Azeez,2022-10-23T13:36:50Z,3120174,31904,0,765
"Bought My Dream 65"" OLED TV in Offer Price❤️😍🔥 #shadhikazeez",2022-10-17T09:38:33Z,3668661,250314,0,682
My Fridge Total Damage 😂 I see just for New Fridge #shadhikazeez,2022-10-15T06:09:54Z,26312668,965380,0,1185
Wearing Designer Shirts for the First time ❤️🔥 Vera level #shadhikazeez,2022-10-14T10:26:16Z,9070261,566980,0,1598
Most addictive Vanilla Body Spray I recently used😍❤️🔥,2022-10-12T07:20:56Z,2056283,142664,0,707
1 million Celebration 😍🔥❤️ @ShadhikAzeez,2022-10-11T11:25:28Z,1104904,106028,0,576
This product made my wife soooo happy 😍🔥❤️ #shadhikazeez #shortsfunny,2022-10-09T15:12:32Z,8678967,0,0,83
Singing for the first time with Voice activated Lights 😍🔥❤️,2022-10-04T09:23:29Z,346753,23899,0,276
Bought Real size tiger for my Son 🔥😱,2022-10-02T12:22:11Z,12242657,560826,0,424
Shopping for wife with kid is a big mistake 😅,2022-09-30T08:10:43Z,5692841,240906,0,375
1 million Celebration with Biggest Rocket 😍🔥,2022-09-27T13:35:00Z,6361455,397159,0,948
Tried Girls T shirt for the first time 😜 but it’s WOW😍😱🔥❤️,2022-09-27T07:39:45Z,14655678,691561,0,1215
Changing My Beard Look for the First time | Shadhik Azeez,2022-09-24T07:23:08Z,342138,6982,0,495
Must Watch before Choosing Shirt Sizes Online 😱 | No more Shirt Return 😍❤️,2022-09-17T13:49:42Z,1303161,98497,0,187
Shirt Shopping with Kid.. Took him inside Trail room 🤣,2022-09-15T14:51:01Z,4261826,256092,0,302
Spoiled my hand 😭 Never use this Chinese product 😡,2022-09-14T09:57:43Z,5099683,264140,0,1103
Must Watch before buying Viral Hair Eraser | English Subtitles | Shadhik Azeez,2022-09-11T14:23:05Z,1471900,10398,0,475
Budget Running Shoe Under 700 🔥😃,2022-09-09T10:15:52Z,1263322,82534,0,357
Start YouTube in Less budget 😍🔥 Usefull for new YouTubers,2022-09-07T12:28:27Z,1162299,100455,0,259
I tried this Korean Skin Brightening Face wash for 7 days & Got Shocking Results | Shadhik Azeez,2022-09-04T14:45:49Z,3877432,52484,0,1855
Must have shirt for College and Office 😍❤️🔥,2022-09-03T07:20:26Z,910408,61748,0,336
Try this Shirt if you want to look Smart 😍❤️🔥,2022-09-01T12:04:06Z,1040151,73751,0,280
Bought Semma Shoe in Semma Deal 😍🔥| Shadhik Azeez #shorts #shadhikazeez #adidas #shoes,2022-08-30T10:53:43Z,1189880,79338,0,224
Affordable & Stylish Slippers for men starting from 299 Rs | Tamil | Shadhik Azeez,2022-08-24T09:43:46Z,522874,12326,0,224
Please Watch Before Buying Viral Dry Shampoo | Got Shocking Results 😱 English Subtitles,2022-08-11T12:37:09Z,1364765,8293,0,403
Best Hair Removal Cream | Live Testing all Brands | Shadhik Azeez,2022-08-07T14:52:42Z,1095680,13517,0,549
My New Xiaomi 12 pro amazing Camera & Powerful Performance,2022-08-06T10:27:40Z,1060345,73754,0,346
This Carpet will Blow your mind 😍 Bed mari cushion  🥰,2022-08-05T13:58:33Z,10995063,497303,0,998
My New Ozone Bath Tub worth 80000 Rs 😍🔥,2022-08-02T14:27:32Z,14688983,613406,0,1785
Do this to make your tyre look Awesome 😍🔥,2022-07-30T12:55:50Z,3110317,182760,0,248
Mini KTM Duke Bike for my Son 🔥😍,2022-07-29T15:45:32Z,6474030,349164,0,0
5 Natural Hair Styling Tips that everyone Should Know | Shadhik Azeez,2022-07-23T05:30:11Z,136024,5902,0,270
Wife gifted me this shoes and look what happened.. 😂,2022-07-21T13:32:02Z,652725,56900,0,128
This 500 Rs Shirt will Blow your mind 🔥😍,2022-07-20T04:30:10Z,1257195,83583,0,603
I ran 3 kms daily for 7 days after drinking Chia Seeds & the result was shocking 🔥😳 | Shadhik Azeez,2022-07-17T15:59:34Z,316319,5782,0,297
Most Advanced Trimmer | Philips all in One | Detailed Review | Shadhik Azeez,2022-07-10T13:20:28Z,723486,15151,0,331
"Really Bad Customer Service, Watch Before Buying this inverter…",2022-07-09T14:55:22Z,3467534,191136,0,803
New Car Seat for my Son 😍❤️,2022-07-05T12:46:26Z,10148365,431418,0,517
My Wife selected this shirts for me ❤️🔥 How is it….??,2022-07-03T08:42:17Z,5781225,374853,0,2729
How to Control Hair Fall Naturally for Men and Women | Tamil | Shadhik Azeez,2022-06-27T15:10:32Z,803380,32806,0,803
Best Water Purifier in India | 10 yrs warranty 😱🔥 Stainless steel tank | Mineral boost | Shadhik,2022-06-17T14:21:28Z,6396993,295469,0,1016
This simple Lighting setup Idea will blow your mind 🔥😍,2022-06-15T05:00:28Z,2271176,159162,0,211
Which is Best Suncream in India | Live tested in Hot Sun at 40* C | Shadhik Azeez,2022-06-09T13:32:57Z,2937984,84759,0,2349
Must have T-shirt for Madras guys 😍🔥,2022-06-05T11:08:12Z,498135,34621,0,95
I drink Ashwagandha for 7 days | Got shocking Results | Shadhik Azeez,2022-05-31T06:04:51Z,566446,13982,0,1008
Vera Level Dishwasher for Indian Cooking | Review after one year,2022-05-26T09:03:05Z,11708778,626671,0,2778
This Branded trimmer is outdated or Still worth it?,2022-05-23T15:54:57Z,1859929,103404,0,230
My son's new Jeep 🔥 Semma weightu paah,2022-05-21T15:01:19Z,7802190,494013,0,0
This Shirt will Blow your mind 😱,2022-05-19T09:26:59Z,4618344,266025,0,1123
White Meesa to Black in Sec With Magic Mirror 😱,2022-05-17T11:17:10Z,746278,51109,0,181
Easy Studio idea for Beginners,2022-05-12T15:18:37Z,9142911,494905,0,426
Instant Car Scratch Removal Cream 😱,2022-05-11T04:00:18Z,3143888,195313,0,780
Trail Room la Camera 😳😱 | Ramzan Shopping,2022-05-06T04:36:26Z,7144287,431126,0,1318
My Son Broke the Tv 😭 So I did this.,2022-05-01T16:11:09Z,22193305,980152,0,0
Simple & Class T-shirt to look Hot 🔥 For men  #shadhikazeez  Link 👉,2022-04-30T16:27:31Z,1602596,111792,0,340
Maintain beard in same look for years,2022-04-27T11:11:52Z,16225820,830537,0,1698
I tried Viral Bubble Sheet Mask | Got Shocking Results | Shadhik Azeez,2022-04-24T11:13:43Z,269162,7466,0,309
Sleep in Car Easily With Car Bed | Must have if you have car.,2022-04-22T10:40:42Z,16018682,803381,0,1038
Silver Chain Gift by my Wife | How is it ? 😂,2022-04-21T08:15:59Z,15645723,794560,0,1096
How to Stand Out in Crowd with Stylish Outfits | Tamil | Shadhik azeez,2022-04-16T07:23:23Z,67456,2643,0,135
I drink Viral ChiaSeed Weight Loss Drink for 1 Week | Got Shocking Results | English Shadhik Azeez,2022-04-10T12:30:18Z,4018684,72912,0,3469
My Recent Addiction Perfume | Must have if you are men | Shadhik Azeez,2022-04-10T06:39:11Z,403753,9120,0,330
Viral Quick Dry Towel | Please Watch before Buying | Shadhik Azeez,2022-04-03T08:20:25Z,1090251,9409,0,450
Waffle With Ice cream must try 😍😋,2022-04-02T13:52:53Z,5948813,369940,0,304
Cleaning my Wife Leg Challenge | Shadhik Azeez,2022-03-29T16:30:29Z,11509328,564584,0,1070
Viral Chinese sea weed Vs Indian sea weed | Which is best? Shadhik Azeez,2022-03-26T07:19:57Z,103514,2497,0,157
Stylish outfit ideas for just 270 Rs,2022-03-25T07:08:05Z,966309,71928,0,1427
Watch Before Buying Viral Magnetic skin glow pack | English Subtitles | Shadhik azeez,2022-03-21T11:58:45Z,1019050,9591,0,388
Worth for Money Trimmer | Fast charge | Corded & Cordless Phillips | Shadhik Azeez,2022-03-20T10:20:07Z,1105295,71805,0,415
Amazing Sunset Spot in Chennai | Must Visit #shadhikazeez,2022-03-18T15:02:55Z,9315658,566353,0,901
Must Watch Before Buying Electric Face Massager & Cleanser | Shadhik Azeez,2022-03-13T10:36:01Z,349216,4018,0,201
America Mapillai Get up 😅🔥❤️ Simple & Class Look,2022-03-12T08:48:53Z,952280,81160,0,384
Best Perfume Series | Episode 1- Skin Titan Couple Perfume,2022-03-11T12:36:59Z,1637081,123088,0,677
First Time Shopping Vlog with Wife  Ended in Tragedy | Shadhik Azeez,2022-03-08T13:54:44Z,289800,9737,0,314
360 Rs Ku Vera Level T-Shirt 🔥 | Shadhik Azeez#tshirt #mensfashion #shadhikazeez,2022-03-05T11:50:06Z,2801564,164488,0,533
Wearing Color Lens Gone Wrong 😱 First Time Color Lens Must watch before Using | Shadhik Azeez,2022-03-02T05:50:05Z,2890607,13905,0,635
One Side Under Cut Hair Style | Shadhik Azeez,2022-02-28T11:25:51Z,5250544,257705,0,621
"Which is Best, Love or Arranged marriage ? Advantages & Disadvantages of Love | Shadhik azeez",2022-02-22T04:31:17Z,97065,3954,0,377
Beard growth tips | Beard Oil #shadhikazeez #beard #beardoil,2022-02-20T05:39:44Z,728063,47017,0,124
New mic Rs 30K | RODE Wireless Go 2 Unboxing #shadhikazeez #rode #wirelessmic,2022-02-17T04:30:04Z,226117,8384,0,33
Magical Skin Brightening Face Pack 🔥😍😱 Shadhik Azeez,2022-02-13T15:23:21Z,2249288,49782,0,1355
Best Gifts For Valentine's Day | Beautiful Collection Ever ❤️😍 | Shadhik Azeez,2022-02-10T14:32:49Z,535787,7421,0,252
"Car learning Gone Wrong, It's not my car too 😱 Vlog Shadhik Azeez",2022-02-07T05:36:20Z,46880,1288,0,63
How to be Successful in Life 🔥❤️ #shadhikazeez #motivation,2022-02-06T11:12:22Z,393574,34408,0,234
This is How I Play with my Son @AyaanAzeez,2022-02-05T09:38:34Z,305095,13851,0,35
Try this Method if you are a hair oil hatter 😍,2022-02-03T12:06:00Z,6549508,436818,0,1375
"You may be the Next Victim of the Scam, Watch and Share to Maximum | Shadhik Azeez",2022-01-30T10:59:01Z,42655,1942,0,179
Sound Proofing my Window in Just 2000 Rs,2022-01-28T12:58:32Z,2098493,112248,0,303
Changing your Water Quality will make you look Young 🚿😱 With Proof,2022-01-23T05:50:31Z,463621,6899,0,381
Viral Sunisa on my Dusky Skin Friend got Shocking Results 😱 | Shadhik Azeez,2022-01-21T07:23:40Z,966474,6306,0,423
Applied Seaweed mask on my dusky skin friend | Got shocking Results😱 | Eng Subtitles | Shadhik Azeez,2022-01-04T11:08:09Z,155113,3371,0,295
100% Natural Hair Style Powder Wax | No side effects |  High Hair volume | Tamil | Shadhik azeez,2021-12-26T05:53:15Z,361458,14913,0,610
I tried Master Vijay Look Recreation 😍🔥 | Vaathi Coming shirt for just 500Rs | Shadhik Azeez,2021-12-24T10:57:02Z,130452,4882,0,336
Shocking Results 😱🔥 with Magical Natural Hair color | Shadhik Azeez | Tamil | English Subtitles,2021-12-19T11:45:27Z,1266893,18886,0,941
Bodywise Hair Growth gummies Review | Genuine Review | Shadhik Azeez | Tamil | English subs,2021-12-11T05:46:57Z,680580,11024,0,853
Best Body Wash in India | Genuine Review | Must Watch before buying Body wash | Shadhik Azeez,2021-12-09T06:10:07Z,724081,13745,0,560
I tried Hair Thick Fiber Powder & Result Was Shocking 😲 | English Subtitles | Shadhik Azeez,2021-12-04T07:03:47Z,225305,4892,0,209
Future of Trimmer is Here | Most Stylish Trimmer | Bombay Shaving Trimmer Review | Shadhik Azeez,2021-11-30T09:17:40Z,102398,2654,0,193
Manmatters Gummies Genuine Review after 1 month Usage | True Review | Must Watch | Shadhik Azeez,2021-11-20T11:45:52Z,1057543,29391,0,1158
Viral korean Body Scrub Sponge Review | Watch Before Buying | Tamil | English Sub | Shadhik Azeez,2021-11-14T11:27:44Z,5122486,26898,0,871
How to Wash Face When you have Pimples | Effective Way | Shadhik Azeez | Tamil | English Subtitles,2021-10-31T11:32:30Z,165902,5471,0,380
Must have Shirts for College Going Boys to Stand out in Crowd | Look Hot 🔥 | Shadhik Azeez,2021-10-27T05:55:45Z,307813,11031,0,372
My First Live | 500K Subscribers | Join Now,2021-10-24T07:32:18Z,24481,1574,0,138
Apple Watch Look a like Calling Smart Watch for just 3999 Rs | Best Calling Smart Watch | Shadhik,2021-10-19T15:32:34Z,101511,2168,0,166
7 days Teeth Whitening Challenge with Colgate Visible White Tooth Paste | Not Sponsored | Tamil,2021-10-17T08:50:55Z,166661,2709,0,190
Safest Private Part Trimmer for men | Ball Trimmer | Manscaping | Shadhik Azeez,2021-10-10T08:30:06Z,483251,6195,0,242
Man Matters Gummies True Review | English Subtitles | Shadhik Azeez,2021-10-10T04:30:18Z,264505,8902,0,500
Best Smart Watch Under Rs2200 | Alexa | SpO2 | Heart Rate Stress monitor | Sleep Track | Boat Extend,2021-10-04T15:44:52Z,391906,6050,0,447
Say no to Chemical Hair Shampoo | Natural Shampoo | Tamil | Shadhik Azeez | English Subtitles,2021-10-03T07:40:09Z,1480284,15541,0,834
Biggest Unboxing of this Channel 100Kg | What's inside ? | Shadhik Azeez,2021-10-01T14:33:26Z,37568,1909,0,146
Viral Seaweed Algae Mask spoiled my face | Shadhik Azeez,2021-09-21T09:21:44Z,263700,10869,0,735
Viral Seaweed Mask Review | Shocking Result 🔥 | Tamil | English Subtitles | Shadhik Azeez,2021-09-16T06:43:40Z,10804845,104906,0,3990
Best trimmer for long beard Lover 🔥 | Tamil | Shadhik Azeez,2021-09-12T05:32:45Z,284163,4082,0,292
Best Natural Rose Water in India | Worst to Best | Genuine Reveiw | Shadhik Azeez | Tamil,2021-09-10T10:59:32Z,688057,14008,0,713
Get more Views Easily in youtube | Shadhik Azeez's proven tricks | Tamil,2021-09-09T15:48:30Z,16028,973,0,130
Best Mobile App for Video Editing like professional | My personal Editing app | Shadhik Azeez,2021-09-03T09:49:22Z,153419,5898,0,280
I bought Kabir Singh & Iron Man Sunglasses online | Vera Level Quality 🔥 | Tamil | Shadhik Azeez,2021-08-25T05:30:03Z,154374,5534,0,443
Insane Hair Transformation | Do you need review for this product? Shadhik Azeez #shorts,2021-08-22T14:27:45Z,188158,5825,0,360
Best Track Pants for Men | Work from home | Tamil | English Subtitles | Snapdeal | Shadhik Azeez #ad,2021-08-21T05:30:10Z,857586,4976,0,299
Viral Sunisa Foundation Genuine Review | Tamil | English Subtitles | Shadhik Azeez,2021-08-19T05:30:20Z,3944307,38464,0,1355
Best Shampoo for MEN | Detailed Review | Tamil | English Subtitles | Shadhik Azeez,2021-08-14T05:30:07Z,331154,8899,0,713
Recreating Irumugan Vikram Look 🔥 With my hair stylist | Shadhik Azeez,2021-08-12T07:00:42Z,97605,3055,0,231
Benefits of Scalp masssager | How to use it | Tamil | Shadhik Azeez,2021-08-07T13:11:10Z,1753995,20402,0,804
Beard Straightening | Beard Grooming | Tamil | Shadhik Azeez,2021-08-06T05:45:44Z,907094,14163,0,645
How to use Leg Massager | Is it really Helpful for people with leg pain | Tamil | English Subtitles,2021-08-01T07:14:30Z,264934,3439,0,278
Fix bald Instantly | No side effect | Tamil | English Subtitles | Hair fibre | Shadhik Azeez,2021-07-26T12:36:50Z,3455896,35758,0,1235
Best Watch for Girls in Amazon under 250 Rs | Shadhik Azeez | Tamil | English Subtitles,2021-07-20T08:01:30Z,2090764,24703,0,648
How to Look tall with confidence | Tamil | Shadhik Azeez | English Subtitles,2021-07-18T07:52:03Z,75146,3845,0,401
Recreating Ashwin look with my Hair stylist | Shadhik Azeez | Tamil,2021-07-14T09:58:37Z,140943,4901,0,438
Does this Really Work? Watch Before buying Compression vest |  English Subtitles Shadhik Azeez,2021-07-11T08:22:38Z,341006,5370,0,245
Viral Salicylic Ice Mask Review | Shadhik Azeez | Tamil | English Subtitles,2021-07-06T13:20:58Z,9888394,90696,0,3016
Luxury Looking Watches from 250 Rs Onwards | Tamil | Not Sponsored | Shadhik Azeez,2021-06-30T06:11:58Z,734062,16031,0,573
Please Watch before Buying Green Tea Mask Stick 🙏 | English Subtitles | Shadhik Azeez,2021-06-25T13:31:40Z,9555813,109377,0,2694
Cheap Rate la best shoes 😍 Quality Verified | Best Shoes Tamil | Shadhik Azeez,2021-06-24T06:48:42Z,151113,4913,0,279
Best Hair fall control Shampoo | Unisex | Not Sponsored | Tamil | Shadhik,2021-06-22T06:41:14Z,1147226,25884,0,1668
"Best oxymeter in India | Two best Oxymeter Live Comparison, Result was shocking 😱 | Shadhik Azeez",2021-06-19T05:47:49Z,12452,692,0,121
You will definitely change to Electric Brush After Watching this Video | Tamil | Shadhik Azeez,2021-06-18T08:23:34Z,491556,8981,0,551
